book,release,institution_id,class_id,student_id,response,construct,chapter_number,EOC,n_possible,n_correct,n_attempt
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,533b6bfb-161e-4f88-b021-f10efb3ffe5a,NA,Intrinsic Value,11,0.449438202,89,40,140
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,533b6bfb-161e-4f88-b021-f10efb3ffe5a,NA,Intrinsic Value,12,0.569767442,86,49,114
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,533b6bfb-161e-4f88-b021-f10efb3ffe5a,NA,Intrinsic Value,2,0.747126437,87,65,131
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,533b6bfb-161e-4f88-b021-f10efb3ffe5a,NA,Intrinsic Value,3,0.63963964,111,71,161
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,533b6bfb-161e-4f88-b021-f10efb3ffe5a,NA,Intrinsic Value,4,0.416184971,174,72,582
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,533b6bfb-161e-4f88-b021-f10efb3ffe5a,NA,Intrinsic Value,5,0.68852459,61,42,88
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,533b6bfb-161e-4f88-b021-f10efb3ffe5a,NA,Intrinsic Value,6,0.541984733,131,71,327
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,533b6bfb-161e-4f88-b021-f10efb3ffe5a,NA,Intrinsic Value,7,0.588235294,68,40,84
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,533b6bfb-161e-4f88-b021-f10efb3ffe5a,NA,Intrinsic Value,8,0.571428571,84,48,124
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,533b6bfb-161e-4f88-b021-f10efb3ffe5a,NA,Intrinsic Value,9,0.519230769,104,54,140
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,533b6bfb-161e-4f88-b021-f10efb3ffe5a,NA,Utility Value,10,0.550561798,89,49,199
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,533b6bfb-161e-4f88-b021-f10efb3ffe5a,NA,Utility Value,11,0.449438202,89,40,140
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,533b6bfb-161e-4f88-b021-f10efb3ffe5a,NA,Utility Value,12,0.569767442,86,49,114
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,533b6bfb-161e-4f88-b021-f10efb3ffe5a,NA,Utility Value,2,0.747126437,87,65,131
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,533b6bfb-161e-4f88-b021-f10efb3ffe5a,NA,Utility Value,3,0.63963964,111,71,161
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,533b6bfb-161e-4f88-b021-f10efb3ffe5a,NA,Utility Value,4,0.416184971,174,72,582
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,533b6bfb-161e-4f88-b021-f10efb3ffe5a,NA,Utility Value,5,0.68852459,61,42,88
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,533b6bfb-161e-4f88-b021-f10efb3ffe5a,NA,Utility Value,6,0.541984733,131,71,327
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,533b6bfb-161e-4f88-b021-f10efb3ffe5a,NA,Utility Value,7,0.588235294,68,40,84
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,533b6bfb-161e-4f88-b021-f10efb3ffe5a,NA,Utility Value,8,0.571428571,84,48,124
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,533b6bfb-161e-4f88-b021-f10efb3ffe5a,NA,Utility Value,9,0.519230769,104,54,140
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,533b6bfb-161e-4f88-b021-f10efb3ffe5a,NA,Cost,13,NA,NA,NA,NA
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,533b6bfb-161e-4f88-b021-f10efb3ffe5a,NA,Utility Value,13,NA,NA,NA,NA
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,533b6bfb-161e-4f88-b021-f10efb3ffe5a,NA,Expectancy,13,NA,NA,NA,NA
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,533b6bfb-161e-4f88-b021-f10efb3ffe5a,NA,Intrinsic Value,13,NA,NA,NA,NA
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Cost,10,0.45,60,27,68
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Cost,11,0.287671233,73,21,84
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Cost,12,0.48,75,36,87
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Cost,2,0.567567568,111,63,264
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Cost,3,0.650943396,106,69,144
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Cost,4,0.550847458,119,65,201
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Cost,5,0.540983607,61,33,88
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Cost,6,0.525773196,97,51,124
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Cost,7,0.540983607,61,33,66
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Cost,8,0.5,72,36,85
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Cost,9,0.56122449,98,55,122
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Expectancy,10,0.45,60,27,68
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Expectancy,11,0.287671233,73,21,84
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Expectancy,12,0.48,75,36,87
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Expectancy,2,0.567567568,111,63,264
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Expectancy,3,0.650943396,106,69,144
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Expectancy,4,0.550847458,119,65,201
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Expectancy,5,0.540983607,61,33,88
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Expectancy,6,0.525773196,97,51,124
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Expectancy,7,0.540983607,61,33,66
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Expectancy,8,0.5,72,36,85
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Expectancy,9,0.56122449,98,55,122
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Intrinsic Value,10,0.45,60,27,68
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Intrinsic Value,11,0.287671233,73,21,84
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Intrinsic Value,12,0.48,75,36,87
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Intrinsic Value,2,0.567567568,111,63,264
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Intrinsic Value,3,0.650943396,106,69,144
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Intrinsic Value,4,0.550847458,119,65,201
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Intrinsic Value,5,0.540983607,61,33,88
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Intrinsic Value,6,0.525773196,97,51,124
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Intrinsic Value,7,0.540983607,61,33,66
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Intrinsic Value,8,0.5,72,36,85
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Intrinsic Value,9,0.56122449,98,55,122
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Utility Value,10,0.45,60,27,68
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Utility Value,11,0.287671233,73,21,84
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Utility Value,12,0.48,75,36,87
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Utility Value,2,0.567567568,111,63,264
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Utility Value,3,0.650943396,106,69,144
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Utility Value,4,0.550847458,119,65,201
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Utility Value,5,0.540983607,61,33,88
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Utility Value,6,0.525773196,97,51,124
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Utility Value,7,0.540983607,61,33,66
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Utility Value,8,0.5,72,36,85
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Utility Value,9,0.56122449,98,55,122
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Cost,13,NA,NA,NA,NA
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Utility Value,13,NA,NA,NA,NA
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Expectancy,13,NA,NA,NA,NA
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,56ef57c9-9058-4a17-89b1-cf1659def9fa,NA,Intrinsic Value,13,NA,NA,NA,NA
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,646acd2f-5a8b-4629-b753-faff3ff49b8c,NA,Cost,10,0.786885246,61,48,70
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,646acd2f-5a8b-4629-b753-faff3ff49b8c,NA,Cost,11,0.621621622,74,46,86
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,646acd2f-5a8b-4629-b753-faff3ff49b8c,NA,Cost,12,0.684210526,76,52,89
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,646acd2f-5a8b-4629-b753-faff3ff49b8c,NA,Cost,2,0.928571429,84,78,115
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,646acd2f-5a8b-4629-b753-faff3ff49b8c,NA,Cost,3,0.86,100,86,130
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,646acd2f-5a8b-4629-b753-faff3ff49b8c,NA,Cost,4,0.883928571,113,99,178
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,646acd2f-5a8b-4629-b753-faff3ff49b8c,NA,Cost,5,0.93442623,61,57,88
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,646acd2f-5a8b-4629-b753-faff3ff49b8c,NA,Cost,6,0.74,100,74,132
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,646acd2f-5a8b-4629-b753-faff3ff49b8c,NA,Cost,7,0.571428571,63,36,70
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,646acd2f-5a8b-4629-b753-faff3ff49b8c,NA,Cost,8,0.805555556,72,58,85
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,646acd2f-5a8b-4629-b753-faff3ff49b8c,NA,Cost,9,0.63,100,63,124
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,646acd2f-5a8b-4629-b753-faff3ff49b8c,NA,Expectancy,10,0.786885246,61,48,70
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,646acd2f-5a8b-4629-b753-faff3ff49b8c,NA,Expectancy,11,0.621621622,74,46,86
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,646acd2f-5a8b-4629-b753-faff3ff49b8c,NA,Expectancy,12,0.684210526,76,52,89
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,646acd2f-5a8b-4629-b753-faff3ff49b8c,NA,Expectancy,2,0.928571429,84,78,115
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,646acd2f-5a8b-4629-b753-faff3ff49b8c,NA,Expectancy,3,0.86,100,86,130
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,646acd2f-5a8b-4629-b753-faff3ff49b8c,NA,Expectancy,4,0.883928571,113,99,178
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,646acd2f-5a8b-4629-b753-faff3ff49b8c,NA,Expectancy,5,0.93442623,61,57,88
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,646acd2f-5a8b-4629-b753-faff3ff49b8c,NA,Expectancy,6,0.74,100,74,132
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,646acd2f-5a8b-4629-b753-faff3ff49b8c,NA,Expectancy,7,0.571428571,63,36,70
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,646acd2f-5a8b-4629-b753-faff3ff49b8c,NA,Expectancy,8,0.805555556,72,58,85
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,646acd2f-5a8b-4629-b753-faff3ff49b8c,NA,Expectancy,9,0.63,100,63,124
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,646acd2f-5a8b-4629-b753-faff3ff49b8c,NA,Intrinsic Value,10,0.786885246,61,48,70
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,646acd2f-5a8b-4629-b753-faff3ff49b8c,NA,Intrinsic Value,11,0.621621622,74,46,86
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,646acd2f-5a8b-4629-b753-faff3ff49b8c,NA,Intrinsic Value,12,0.684210526,76,52,89
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,646acd2f-5a8b-4629-b753-faff3ff49b8c,NA,Intrinsic Value,2,0.928571429,84,78,115
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,646acd2f-5a8b-4629-b753-faff3ff49b8c,NA,Intrinsic Value,3,0.86,100,86,130
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,646acd2f-5a8b-4629-b753-faff3ff49b8c,NA,Intrinsic Value,4,0.883928571,113,99,178
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,646acd2f-5a8b-4629-b753-faff3ff49b8c,NA,Intrinsic Value,5,0.93442623,61,57,88
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,646acd2f-5a8b-4629-b753-faff3ff49b8c,NA,Intrinsic Value,6,0.74,100,74,132
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,646acd2f-5a8b-4629-b753-faff3ff49b8c,NA,Intrinsic Value,7,0.571428571,63,36,70
